"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"2294","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",38,"Media","No","7","5","6","4","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"240","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",34,"Media","Sí","5","8","NS/NR","3","Está progresando","Un poco peor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"467","La política no es tan complicada y se entiende","Soltero","Femenino",29,"Media","Sí","7","8","8","NS/NR","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"14890","La política no es tan complicada y se entiende","Soltero","Femenino",23,"Media","No","5","4","2","9","Está estancado","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"19449","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",26,"Media baja","No","8","9","9","NS/NR","Está estancado","NS/NR","NS/NR","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"20045","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",50,"Media","Sí","9","6","8","8","Está en retroceso","Mucho peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"7352","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",56,"Baja","No","6","NS/NR","NS/NR","NS/NR","Está estancado","Un poco peor","Mucho","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"3788","La política no es tan complicada y se entiende","Soltero","Masculino",26,"Media","Sí","7","7","8","10 Derecha","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"1699","La política no es tan complicada y se entiende","Soltero","Masculino",26,"Media","Sí","5","3","6","1","Está progresando","Un poco mejor","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Bolivia"
"19102","La política no es tan complicada y se entiende","Soltero","Femenino",20,"Baja","Sí","4","6","7","9","Está estancado","Mucho peor","Mucho","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Venezuela"
"7361","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",55,"Media baja","No","6","7","6","6","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"4666","La política es tan complicada que no se entiende","Soltero","Femenino",51,"Media baja","No","8","8","8","5","Está estancado","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"18620","La política no es tan complicada y se entiende","Soltero","Masculino",28,"Media baja","Sí","9","NS/NR","9","3","Está progresando","Un poco mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"2674","La política no es tan complicada y se entiende","Soltero","Masculino",25,"Baja","No","7","10 Totalmente democrático","9","9","Está progresando","Un poco mejor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Brazil"
"6050","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",57,"Media baja","No","8","5","10 Totalmente democrático","5","Está en retroceso","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"18641","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",59,"Baja","No","9","6","7","NS/NR","Está estancado","Un poco peor","Bastante","Regular","NS/NR","En algunas circunstancias, un gobierno autoritario puede ser","Uruguay"
"19220","La política no es tan complicada y se entiende","Soltero","Femenino",20,"Media baja","Sí","5","6","5","NS/NR","Está estancado","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"2373","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",55,"Media","Sí","3","4","3","6","Está estancado","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"214","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",39,"Media","Sí","5","9","9","NS/NR","Está en retroceso","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Argentina"
"4400","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",49,"Media","Sí","6","7","7","NS/NR","Está progresando","Igual","Poco","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"4307","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",35,"Media baja","No","9","10 Totalmente democrático","NS/NR","9","Está estancado","Igual","Mucho","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Colombia"
"2032","La política es tan complicada que no se entiende","Soltero","Masculino",35,"Media","No","7","5","5","5","Está progresando","Igual","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"14622","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",27,"Media","Sí","4","7","NS/NR","7","Está estancado","Un poco peor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Paraguay"
"15711","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",53,"Media baja","No","6","2","4","6","Está estancado","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Peru"
"19301","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",25,"Media baja","Sí","9","8","9","5","Está estancado","Igual","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"3702","La política no es tan complicada y se entiende","Soltero","Masculino",25,"Media","Sí","5","4","4","5","Está progresando","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Colombia"
"20024","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",43,"Media baja","No","10 Totalmente democrático","10 Totalmente democrático","10 Totalmente democrático","4","Está progresando","Un poco peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"18026","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",76,"Media baja","Sí","10 Totalmente democrático","2","10 Totalmente democrático","00 Izquierda","Está progresando","Un poco mejor","Bastante","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Uruguay"
"15982","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",25,"Media","No","8","9","7","4","Está progresando","Igual","NS/NR","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"19083","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",29,"Media","No","6","7","6","2","Está estancado","Mucho peor","Bastante","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Venezuela"
"15301","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",66,"Media baja","No","4","7","8","5","Está estancado","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"16710","La política no es tan complicada y se entiende","NS/NR","Masculino",30,"Media","Sí","2","5","5","5","Está estancado","Igual","Poco","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Peru"
"16193","La política es tan complicada que no se entiende","Soltero","Femenino",26,"Media baja","No","7","5","6","8","Está progresando","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"14844","La política no es tan complicada y se entiende","NS/NR","Femenino",18,"Media baja","No","4","4","4","8","Está estancado","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"14420","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",51,"Media","Sí","7","8","8","6","Está progresando","Un poco mejor","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Paraguay"
"15572","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",41,"Baja","No","7","9","4","NS/NR","Está estancado","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Paraguay"
"892","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",32,"Media","Sí","5","6","6","7","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"2199","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",53,"Baja","No","4","2","NS/NR","1","Está en retroceso","Un poco peor","Bastante","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"3419","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",59,"Baja","No","7","4","4","NS/NR","Está estancado","Un poco mejor","Poco","Mala","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Brazil"
"6377","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",43,"Media baja","No","7","6","6","5","Está estancado","Un poco peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Chile"
"16802","La política es tan complicada que no se entiende","Soltero","Masculino",18,"Media","Sí","7","10 Totalmente democrático","10 Totalmente democrático","NS/NR","Está progresando","Mucho mejor","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Peru"
"6288","La política es tan complicada que no se entiende","Soltero","Masculino",24,"Media","Sí","8","6","5","NS/NR","Está estancado","Igual","Bastante","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Chile"
"2266","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",37,"Media baja","No","6","5","7","3","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Bolivia"
"591","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",34,"Media","Sí","5","9","8","5","Está estancado","Igual","Mucho","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Argentina"
"19178","La política es tan complicada que no se entiende","Soltero","Femenino",60,"Baja","No","7","6","5","00 Izquierda","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Venezuela"
"4056","La política no es tan complicada y se entiende","Soltero","Femenino",50,"Baja","No","10 Totalmente democrático","10 Totalmente democrático","NS/NR","NS/NR","Está estancado","Mucho peor","Mucho","Muy mala","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Colombia"
