"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"7347","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",40,"Media","No","6","10 Totalmente democrático","4","5","Está en retroceso","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7348","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",25,"Media baja","No","6","7","8","5","Está progresando","Un poco mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7349","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",45,"Media","No","8","8","9","7","Está estancado","Un poco peor","NS/NR","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7350","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",60,"Media baja","No","7","9","NS/NR","NS/NR","Está estancado","Un poco peor","Poco","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7351","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",40,"Media","No","6","01 No es democrático","5","7","Está estancado","Igual","Poco","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7352","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",56,"Baja","No","6","NS/NR","NS/NR","NS/NR","Está estancado","Un poco peor","Mucho","Mala","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7353","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",54,"Baja","No","4","4","4","NS/NR","Está estancado","Un poco mejor","Poco","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7354","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",80,"Baja","No","5","NS/NR","NS/NR","NS/NR","Está en retroceso","Igual","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7355","La política es tan complicada que no se entiende","Soltero","Masculino",26,"Media baja","No","5","NS/NR","NS/NR","NS/NR","Está estancado","Igual","Mucho","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7356","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",39,"Baja","No","6","7","4","8","Está progresando","Igual","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7357","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",60,"Baja","No","6","8","8","NS/NR","Está progresando","Un poco peor","Nada","Muy mala","Muy justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7358","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",70,"Baja","No","5","8","7","NS/NR","Está progresando","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7359","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",43,"Baja","No","4","7","6","5","Está estancado","Igual","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7360","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",33,"Media baja","No","5","8","6","NS/NR","Está en retroceso","Un poco peor","Mucho","Mala","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7361","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",55,"Media baja","No","6","7","6","6","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7362","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",49,"Media baja","No","7","6","7","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7363","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",50,"Media baja","No","5","8","8","5","Está en retroceso","Mucho peor","Mucho","Muy mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7364","La política es tan complicada que no se entiende","Soltero","Femenino",27,"Media baja","No","7","7","7","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7365","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",63,"Media baja","No","4","8","8","4","Está en retroceso","Un poco peor","Bastante","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7366","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",23,"Media baja","No","4","5","6","4","Está estancado","Un poco mejor","Nada","Muy buena","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7367","La política es tan complicada que no se entiende","Soltero","Masculino",18,"Media baja","No","4","8","9","6","Está en retroceso","Mucho peor","Mucho","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7368","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",38,"Baja","No","7","7","7","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7369","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",42,"Media baja","No","7","8","8","4","Está en retroceso","Mucho peor","Mucho","Mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7370","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",39,"Media baja","Sí","7","8","9","NS/NR","Está progresando","Un poco mejor","Nada","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7371","La política es tan complicada que no se entiende","Soltero","Masculino",62,"Baja","No","5","8","7","5","Está en retroceso","Mucho peor","NS/NR","Muy mala","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7372","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",48,"Media baja","No","6","7","6","NS/NR","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7373","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Masculino",25,"Baja","No","4","7","7","4","Está en retroceso","Mucho peor","Nada","Mala","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7374","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",25,"Media baja","No","7","7","7","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7375","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",36,"Media baja","No","8","7","8","NS/NR","Está progresando","Un poco mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7376","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",66,"Media baja","No","7","7","8","NS/NR","Está progresando","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7377","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",30,"Media alta","No","10 Totalmente democrático","7","8","8","Está progresando","Mucho mejor","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7378","La política no es tan complicada y se entiende","Soltero","Masculino",33,"Media alta","Sí","7","9","8","6","Está progresando","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7379","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",23,"Media baja","No","7","8","7","7","Está estancado","Igual","Mucho","Mala","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7380","La política no es tan complicada y se entiende","Soltero","Masculino",30,"Media","Sí","8","8","8","10 Derecha","Está estancado","Un poco mejor","Poco","Regular","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7381","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",32,"Media alta","Sí","4","7","8","6","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7382","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",30,"Media","No","5","8","8","NS/NR","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7383","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",26,"Media","Sí","8","9","8","5","Está estancado","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7384","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",37,"Media baja","Sí","5","9","9","5","Está progresando","Igual","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7385","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",42,"Baja","No","7","10 Totalmente democrático","5","10 Derecha","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7386","La política es tan complicada que no se entiende","Soltero","Femenino",22,"Baja","No","5","10 Totalmente democrático","7","5","Está progresando","Igual","Mucho","Regular","NS/NR","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7387","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",44,"Media","No","9","6","6","10 Derecha","Está estancado","Un poco peor","Mucho","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7388","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",50,"Media","No","3","3","3","9","Está estancado","Un poco mejor","NS/NR","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7389","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",35,"Media","No","9","8","8","6","Está progresando","Mucho mejor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7390","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",59,"Media","No","9","9","4","10 Derecha","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7391","La política no es tan complicada y se entiende","Soltero","Femenino",36,"Media","NS/NR","9","4","2","5","Está progresando","Mucho mejor","Mucho","Muy buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7392","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",58,"Media","NS/NR","10 Totalmente democrático","8","10 Totalmente democrático","5","Está en retroceso","Igual","Mucho","Buena","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
