@relation R_data_frame

@attribute S1NICC7 {Bastante,Mucho,NS/NR,'Poco - Nada'}
@attribute S15 {'Casado/ Conviviente',NS/NR,Separado/Divorciado/Viudo,Soltero}
@attribute S16 {Femenino,Masculino}
@attribute S17 numeric
@attribute S14 {Alta,Baja,Media,'Media alta','Media baja',NS/NR}
@attribute S28D {No,NS/NR,Sí}
@attribute P49ST.A {Democrático,'Ni Demo-Ni No Demo','No Democrático',NS/NR}
@attribute P76ST {Centro,Derecha,Izquierda,NS/NR}
@attribute IDENPA {Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Paraguay,Peru,Uruguay,Venezuela}
@attribute P1ST {'Bastante satisfecho','Muy satisfecho','No muy satisfecho',NS/NR,'Para nada satisfecho'}
@attribute P3ST.A {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P3ST.B {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P4ST {Igual,'Mucho mejor','Mucho peor',NS/NR,'Un poco mejor','Un poco peor'}
@attribute P10ST {'Está progresando','No está progresando'}
@attribute P15N {Empeorado,Mejorado,NS/NR,'Se ha mantenido igual'}
@attribute P19ST {'Grupos poderosos en su propio beneficio',NS/NR,'Para el bien de todo el pueblo'}
@attribute P28NE {Empeorará,Mejorará,NS/NR,'Seguirá igual'}
@attribute P65ST {'No tiene los medios',NS/NR,'Tiene los medios'}
@attribute P6ST {Buena,Mala,'Muy buena','Muy mala',NS/NR,Regular}
@attribute P12ST {Injusta,Justa,'Muy injusta','Muy justa',NS/NR}
@attribute P13ST {'A la gente como uno, nos da lo mismo un régimen democrático','En algunas circunstancias, un gobierno autoritario puede ser','La democracia es preferible a cualquier otra forma de gobier',NS/NR}

@data
'Poco - Nada','Casado/ Conviviente',Femenino,29,'Media baja',No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','No tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,61,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Muy satisfecho',Regular,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Femenino,40,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Buena,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Bastante,Soltero,Masculino,20,Media,Sí,'No Democrático',Derecha,Paraguay,'No muy satisfecho',Mala,'Muy mala',Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Separado/Divorciado/Viudo,Femenino,50,Baja,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Regular,Regular,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Mala,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,Soltero,Femenino,37,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,51,Baja,No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Buena,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,NS/NR
Bastante,Soltero,Femenino,28,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Masculino,43,Baja,No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Muy satisfecho',Regular,Buena,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,NS/NR
Bastante,Separado/Divorciado/Viudo,Masculino,22,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,'Muy mala','Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,Soltero,Masculino,23,Media,Sí,Democrático,Centro,Paraguay,'Muy satisfecho',Buena,'Muy buena','Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Masculino,42,Baja,No,Democrático,NS/NR,Paraguay,'No muy satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Separado/Divorciado/Viudo,Femenino,45,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Mala,'Muy mala','Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Femenino,24,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Paraguay,'No muy satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Femenino,34,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,NS/NR
Mucho,Soltero,Masculino,40,'Media baja',No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,Mala,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual',NS/NR,Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,38,'Media baja',No,'No Democrático',Centro,Paraguay,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Soltero,Masculino,21,'Media baja',Sí,Democrático,Derecha,Paraguay,'No muy satisfecho',Regular,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada',Soltero,Femenino,35,'Media baja',No,'No Democrático',Centro,Paraguay,'No muy satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,Soltero,Masculino,30,'Media baja',No,'No Democrático',NS/NR,Paraguay,'No muy satisfecho',Regular,'Muy mala',Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Mala,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,29,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,44,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,NS/NR
Bastante,Soltero,Masculino,19,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,Soltero,Femenino,26,Media,Sí,Democrático,Centro,Paraguay,'Bastante satisfecho',Buena,'Muy buena','Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,30,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Muy satisfecho',Mala,'Muy mala','Un poco peor','Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Justa,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Separado/Divorciado/Viudo,Masculino,40,'Media baja',No,'No Democrático',NS/NR,Paraguay,'Bastante satisfecho',Mala,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Soltero,Masculino,26,Media,No,'No Democrático',Izquierda,Paraguay,'Bastante satisfecho',Regular,Mala,'Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Mala,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Masculino,27,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Regular,'Un poco mejor','Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
NS/NR,Separado/Divorciado/Viudo,Masculino,82,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Mala,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
'Poco - Nada','Casado/ Conviviente',Masculino,61,Media,Sí,'Ni Demo-Ni No Demo',Izquierda,Paraguay,'Bastante satisfecho',Regular,Buena,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
'Poco - Nada','Casado/ Conviviente',Masculino,84,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Buena,Regular,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,Separado/Divorciado/Viudo,Masculino,63,'Media baja',No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Regular,Regular,Igual,'Está progresando','Se ha mantenido igual',NS/NR,Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Separado/Divorciado/Viudo,Masculino,76,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Regular,Mala,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,NS/NR,Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Femenino,62,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',NS/NR,'Tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Soltero,Femenino,55,Baja,No,Democrático,NS/NR,Paraguay,'Bastante satisfecho',Regular,Mala,Igual,'No está progresando',Empeorado,NS/NR,Mejorará,'Tiene los medios',Regular,NS/NR,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,47,Media,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Regular,Mala,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Empeorará,'No tiene los medios',Regular,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
NS/NR,'Casado/ Conviviente',Masculino,41,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Buena,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
NS/NR,'Casado/ Conviviente',Femenino,50,'Media alta',NS/NR,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Bastante satisfecho',Regular,Mala,'Un poco peor','No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','La democracia es preferible a cualquier otra forma de gobier'
NS/NR,Soltero,Masculino,32,NS/NR,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Muy satisfecho',Buena,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual',NS/NR,NS/NR,'No tiene los medios',Buena,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Soltero,Masculino,35,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Buena,Buena,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Empeorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,65,'Media baja',No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'No muy satisfecho',Regular,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,'Casado/ Conviviente',Masculino,36,'Media alta',Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Muy satisfecho',Buena,'Muy mala','Un poco mejor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'No tiene los medios','Muy buena',Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Femenino,57,Baja,No,NS/NR,Centro,Paraguay,'No muy satisfecho',Regular,Mala,'Mucho peor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Femenino,37,'Media baja',No,NS/NR,Centro,Paraguay,'Bastante satisfecho',Mala,Mala,Igual,'Está progresando',NS/NR,NS/NR,Mejorará,NS/NR,Regular,NS/NR,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,Soltero,Masculino,19,Baja,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'Bastante satisfecho',Regular,Regular,'Mucho peor','No está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios','Muy mala',Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,18,Media,Sí,Democrático,Centro,Paraguay,'No muy satisfecho','Muy mala','Muy mala','Mucho peor','Está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','No tiene los medios',Regular,Justa,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Femenino,20,'Media baja',No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'No muy satisfecho',Regular,Regular,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Bastante,'Casado/ Conviviente',Femenino,38,Baja,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Mala,Regular,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,'Casado/ Conviviente',Masculino,38,Baja,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Mala,'Muy mala',Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Masculino,53,Baja,No,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Regular,Buena,'Un poco peor','No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual',NS/NR,Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Mucho,'Casado/ Conviviente',Masculino,30,Media,No,'Ni Demo-Ni No Demo',NS/NR,Paraguay,'Muy satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Bastante,Soltero,Masculino,19,'Media alta',No,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Muy satisfecho',Buena,Buena,'Un poco mejor','Está progresando',Mejorado,'Para el bien de todo el pueblo',Mejorará,'Tiene los medios','Muy buena',Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,55,Media,Sí,'Ni Demo-Ni No Demo',Derecha,Paraguay,'Muy satisfecho',Buena,Regular,Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,27,Media,No,Democrático,Derecha,Paraguay,'Muy satisfecho',Regular,Regular,'Un poco mejor','Está progresando',Mejorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,Injusta,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Masculino,48,Baja,No,'Ni Demo-Ni No Demo',NS/NR,Paraguay,'Muy satisfecho','Muy mala','Muy mala',Igual,'Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Mala,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,Soltero,Masculino,23,Media,No,'No Democrático',NS/NR,Paraguay,'Muy satisfecho',Regular,Regular,Igual,'Está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,55,Media,Sí,'Ni Demo-Ni No Demo',NS/NR,Paraguay,'Muy satisfecho',Mala,Mala,Igual,'No está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio','Seguirá igual','Tiene los medios',Regular,Injusta,'A la gente como uno, nos da lo mismo un régimen democrático'
Mucho,'Casado/ Conviviente',Masculino,74,Media,Sí,'Ni Demo-Ni No Demo',NS/NR,Paraguay,'Muy satisfecho',Buena,Regular,'Un poco mejor','Está progresando','Se ha mantenido igual','Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Regular,Justa,'La democracia es preferible a cualquier otra forma de gobier'
Mucho,'Casado/ Conviviente',Femenino,53,Media,Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'Muy satisfecho','Muy mala',Regular,Igual,'No está progresando',Empeorado,'Grupos poderosos en su propio beneficio',Mejorará,'Tiene los medios',Buena,'Muy injusta','A la gente como uno, nos da lo mismo un régimen democrático'
'Poco - Nada','Casado/ Conviviente',Masculino,19,Media,No,Democrático,Centro,Paraguay,'No muy satisfecho',Regular,Mala,Igual,'No está progresando',Empeorado,'Para el bien de todo el pueblo',Empeorará,'No tiene los medios',Regular,'Muy injusta','En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Soltero,Femenino,44,Media,No,NS/NR,Centro,Paraguay,'Bastante satisfecho',Regular,Regular,'Mucho peor','No está progresando','Se ha mantenido igual','Para el bien de todo el pueblo','Seguirá igual','No tiene los medios',Regular,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
Bastante,Soltero,Femenino,58,'Media baja',Sí,'Ni Demo-Ni No Demo',Centro,Paraguay,'No muy satisfecho',Regular,Regular,Igual,'No está progresando',Empeorado,'Para el bien de todo el pueblo','Seguirá igual','No tiene los medios',Buena,Injusta,'En algunas circunstancias, un gobierno autoritario puede ser'
